source_center,destination_center,mean_delay_ratio,delay_variance,avg_distance,avg_actual_time,sla_breach_rate,trip_count
30,34,1.6574914301169823,0.34985743225260263,16.66609696969697,32.45454545454545,0.9090909090909091,66
31,6,1.6601483839961553,0.022859731019004726,36.10416,56.4,1.0,5
32,6,1.6471306121002312,0.3467024243094621,40.343918101545256,62.82119205298013,0.9448123620309051,453
32,21,1.560307794057794,0.27359625207892724,12.667693333333334,22.2,0.8833333333333333,60
32,25,1.933571921522232,0.10584291273845438,21.28142857142857,39.714285714285715,1.0,7
32,79,1.3769161154909,0.26883345903955375,29.27898,56.865,0.61,200
32,169,3.062283518330077,1.54671538849223,16.465700000000002,57.40909090909091,1.0,22
32,173,2.03885582010582,1.3007258134965738,12.3198625,27.916666666666668,0.9583333333333334,24
33,6,1.8160696630964923,0.14783340197954545,44.48126714285714,76.12857142857143,1.0,70
34,6,1.5110666242873767,1.2814535789641794,34.12540555555556,52.32222222222222,0.8833333333333333,180
34,17,2.7692307692307687,0.15976331360946755,11.0839,32.0,1.0,3
34,30,3.0,,13.586200000000002,45.0,1.0,1
35,27,1.3333333333333333,,11.7786,20.0,1.0,1
36,27,2.5054209598098893,0.92965186292866,15.91565,46.964285714285715,1.0,28
37,37,2.042016806722689,1.6169762022456051,14.13345,33.0,0.5,2
38,6,3.47115865747071,4.3630569189050545,43.85456326530612,133.42857142857142,1.0,49
38,26,1.7724686028257455,0.3732937365504576,12.569199999999999,26.571428571428573,0.5714285714285714,7
38,35,3.6533333333333333,0.5275555555555553,12.04058,54.0,1.0,5
38,36,2.076923076923077,,11.4111,27.0,1.0,1
38,38,2.184615384615385,1.3420118343195266,11.790700000000001,28.4,0.6,5
39,6,2.054564516504948,1.376863346552938,43.40088536585366,81.8048780487805,1.0,41
39,40,3.25,0.0,12.8317,52.0,1.0,2
40,39,3.2222222222222223,0.0,15.547,58.0,1.0,2
41,6,1.4867811630746899,0.0056845783531658325,45.510071428571436,64.85714285714286,1.0,7
42,46,2.4921102706816995,1.6402123818093008,11.621244897959185,25.877551020408163,1.0,49
43,6,2.1337122808823596,0.9930900534978778,45.13805925925926,87.10493827160494,0.9444444444444444,162
44,46,2.725527736152736,2.4196277475025867,13.967945,32.75,1.0,20
45,6,1.8516817799622336,0.14857787797409858,45.860091534391536,77.05820105820106,1.0,189
45,25,2.5179110364291852,1.0004537408748584,22.54466880733945,50.84403669724771,1.0,109
45,42,1.7897434972434973,0.1289302950123683,11.772362222222222,19.68888888888889,1.0,45
45,43,2.909090909090909,0.0,10.3547,32.0,1.0,2
45,45,1.9147225057551145,0.20116955238185832,13.735613043478262,19.652173913043477,1.0,46
45,47,2.238894824311491,0.8703427216037324,14.058505555555556,23.944444444444443,1.0,18
45,48,2.130714946594652,0.34641982922462855,28.23858243902439,42.34634146341463,1.0,205
46,46,3.926370688135394,9.303673920156083,13.64759090909091,46.36363636363637,1.0,11
47,46,4.103999274407539,3.2771404915791633,28.432715686274513,89.0,1.0,51
48,6,1.8317374373392596,0.5773408566666338,27.098014999999997,45.2125,0.925,80
48,25,3.8666666666666667,,13.2356,58.0,1.0,1
48,50,3.1382478632478636,0.11319159544159549,12.095316666666667,37.0,1.0,6
48,53,5.038998357963876,0.1665084285795175,21.798166666666663,124.33333333333333,1.0,3
48,54,1.3028846153846154,0.010401257396449695,12.068950000000001,19.0,1.0,2
49,53,2.192555046025797,0.9737880656865627,15.395242105263156,41.421052631578945,0.8947368421052632,19
50,784,0.7482965047648077,0.0035637211538880604,32.44807307692308,38.07692307692308,0.0,26
51,56,2.2658755943849114,0.0480057608297346,21.577257142857142,35.42857142857143,1.0,7
52,6,1.62397504456328,0.006322139291626546,28.035024999999997,42.75,1.0,4
52,55,1.742319508577879,0.2654023248393281,27.30792514619883,45.45614035087719,0.9707602339181286,171
53,49,3.7063827376327376,2.557820167852786,24.635225000000002,81.75,1.0,8
54,59,1.7354429431804996,0.20422908840425094,33.89698076923077,52.38461538461539,1.0,26
55,6,2.211408012888089,0.304096062425748,48.69958888888888,100.66666666666667,1.0,9
55,58,1.9849273255061333,0.057807857253244034,42.582723333333334,78.06666666666666,1.0,30
56,74,2.41783861183656,0.46632868236898073,45.056025,78.41666666666667,1.0,12
57,76,1.9661180667292573,0.08655435216414632,50.688788888888894,72.29629629629629,1.0,27
58,65,2.8903507403507405,0.1756275616368826,41.64340000000001,96.0,1.0,6
58,66,2.8281694738216476,0.2171961592717225,42.680749999999996,92.33333333333333,1.0,6
58,67,1.7793104719201656,0.043632762290944656,30.1768125,41.25,1.0,8
59,6,1.7290003181217077,0.1547999879991244,70.49170769230768,113.23076923076923,0.8717948717948718,39
60,79,2.4447321612961557,0.4394055232156214,38.54046666666667,103.16666666666667,1.0,18
60,80,2.6092627733998603,0.11051155530858348,38.37505,109.0,1.0,6
