source_center,destination_center,recommended_route_type,delay_ratio,sla_breach,trip_uuid
748,1292,Carting,1.8268254069420367,1.0,303
1219,1292,Carting,1.8265084331191908,0.995575221238938,452
862,859,Carting,1.8263126249968356,1.0,15
435,425,Carting,1.8262371003723743,1.0,9
878,872,Carting,1.8261895933753554,0.6666666666666666,3
92,92,Carting,1.826085589703602,1.0,42
387,352,Carting,1.8249907403909391,1.0,56
174,181,Carting,1.8244851206306418,0.9736842105263158,38
753,748,Carting,1.8244473515798467,1.0,46
733,737,Carting,1.8235294117647058,1.0,1
903,883,Carting,1.822426780447151,0.7037037037037037,54
946,934,Carting,1.8224244246368608,1.0,6
1377,1361,Carting,1.822304373282286,1.0,7
842,841,Carting,1.822017713848977,0.9761904761904762,42
1476,1453,Carting,1.8217403067946545,1.0,40
62,6,Carting,1.8213025800809584,1.0,35
76,282,Carting,1.8189418766400627,0.9761904761904762,42
603,570,Carting,1.8186529946086274,0.9646017699115044,113
1445,6,Carting,1.8182355193038382,0.996742671009772,614
98,5,Carting,1.8181818181818181,1.0,2
611,609,Carting,1.8171347748046796,1.0,48
33,6,Carting,1.8160696630964923,1.0,70
852,1018,Carting,1.8150519415254704,1.0,141
789,787,Carting,1.8133433420950635,0.7916666666666666,72
493,492,Carting,1.8120657222383565,1.0,42
418,418,Carting,1.8118019887192884,1.0,28
1154,1139,Carting,1.8117974064984934,0.7142857142857143,7
14,6,Carting,1.811227346287608,0.97,100
1338,1321,Carting,1.8105158730158728,1.0,6
907,913,Carting,1.8104999981757341,1.0,40
1427,200,Carting,1.8103352993656578,1.0,170
1483,1460,Carting,1.809021273339455,1.0,22
678,668,Carting,1.8083552398517588,1.0,24
1042,1028,Carting,1.8083405915213695,1.0,11
462,436,Carting,1.8080682810758713,1.0,8
1060,1049,Carting,1.8080383881586288,1.0,30
273,284,Carting,1.8072263993316626,1.0,14
849,838,Carting,1.8071542796280313,1.0,38
428,429,Carting,1.8060743719083607,1.0,6
134,79,Carting,1.8037895485553401,1.0,96
904,897,Carting,1.8035714285714286,1.0,2
1434,1409,Carting,1.8030685648541256,1.0,3
767,765,Carting,1.8022133347430764,1.0,9
11,135,Carting,1.802076992554412,0.9809523809523809,210
595,587,Carting,1.8019363038277512,1.0,8
1447,1414,Carting,1.8016769888019628,1.0,12
663,475,Carting,1.8012412498714232,1.0,208
523,518,Carting,1.8,1.0,2
916,963,Carting,1.7996829201991027,1.0,46
944,950,Carting,1.7992202729044835,1.0,2
1033,1018,Carting,1.7987465790914068,1.0,10
1499,1466,Carting,1.7986111111111112,1.0,2
812,811,Carting,1.7964927097534336,0.9803921568627451,51
1140,1126,Carting,1.7963454616902894,1.0,22
1242,1218,Carting,1.7958937232828434,1.0,26
425,421,Carting,1.795879812618943,1.0,6
465,460,Carting,1.79578173374613,1.0,4
111,101,Carting,1.793354997399115,1.0,8
8,1018,Carting,1.7932831339816389,1.0,1015
204,208,Carting,1.7932423837752036,1.0,189
940,901,Carting,1.7930491764764693,1.0,72
8,562,Carting,1.7924425285032701,0.9919642857142857,1120
916,1018,Carting,1.7922140199887029,1.0,182
1447,200,Carting,1.7916926104529354,1.0,96
28,79,Carting,1.7912411301205868,0.8,5
995,992,Carting,1.790859621945404,1.0,60
510,25,Carting,1.790371630121003,0.9987063389391979,773
503,507,Carting,1.7897832918760128,1.0,147
45,42,Carting,1.7897434972434973,1.0,45
761,759,Carting,1.7894736842105263,1.0,1
974,967,Carting,1.788861723432844,1.0,96
916,886,Carting,1.7884212641933233,0.775,40
748,774,Carting,1.7873580308429489,0.990909090909091,110
160,150,Carting,1.7871939736346516,1.0,4
134,161,Carting,1.786225342850114,1.0,30
517,516,Carting,1.7844763139386166,1.0,80
1204,1182,Carting,1.783053983053983,1.0,9
793,744,Carting,1.7830186635124552,1.0,70
547,542,Carting,1.7825501997979012,1.0,119
781,51,Carting,1.7824784723761073,1.0,38
1113,1018,Carting,1.781791139122185,0.9705882352941176,68
1234,1218,Carting,1.7810835277787005,0.875,32
941,951,Carting,1.7803418803418805,1.0,3
58,67,Carting,1.7793104719201656,1.0,8
620,626,Carting,1.7790512970146837,1.0,18
331,186,Carting,1.7778811449882548,0.9047619047619048,42
1273,1252,Carting,1.7772203632487913,1.0,26
1264,1252,Carting,1.7761717673007995,1.0,4
847,839,Carting,1.7759170653907497,1.0,3
787,792,Carting,1.7758062625225466,1.0,42
1140,1116,Carting,1.7754542308959869,1.0,64
1460,1475,Carting,1.7753540343823375,0.9904306220095693,209
1202,14,Carting,1.7747252747252746,1.0,2
411,406,Carting,1.7746981497788663,0.9444444444444444,18
779,763,Carting,1.774451447245565,1.0,4
1361,1338,Carting,1.7737140191733087,1.0,30
38,26,Carting,1.7724686028257455,0.5714285714285714,7
376,371,Carting,1.7712990491957479,0.8148148148148148,27
906,913,Carting,1.7700845220482724,1.0,10
1241,1220,Carting,1.7695739445739447,1.0,4
8,342,Carting,1.7691325074600803,1.0,180
848,847,Carting,1.7689097937469174,1.0,18
903,894,Carting,1.7673611111111112,1.0,2
334,331,Carting,1.7659680763247947,0.9629629629629629,27
582,612,Carting,1.7656745455222767,0.9743589743589743,39
18,1138,Carting,1.7648953301127213,1.0,2
916,9,Carting,1.7648076529623593,1.0,18
905,907,Carting,1.7647058823529411,1.0,2
28,167,Carting,1.7628260930054676,0.8620689655172413,29
306,323,Carting,1.7616597683121076,1.0,90
1497,1474,Carting,1.76158228629319,1.0,42
1141,1128,Carting,1.7614619883040938,1.0,10
464,464,Carting,1.7610186205040523,1.0,35
90,93,Carting,1.7609736201295505,1.0,38
1200,1186,Carting,1.76071771365889,1.0,34
1288,1209,Carting,1.7604276291750287,1.0,89
748,729,Carting,1.7598047404540538,1.0,38
338,378,Carting,1.7592178288315585,1.0,51
155,154,Carting,1.7589153561517115,1.0,6
1005,991,Carting,1.7586837859468434,0.9225352112676056,142
1127,1112,Carting,1.757871637288804,1.0,20
1109,1065,Carting,1.7577136467193937,1.0,75
766,770,Carting,1.7568710359408035,1.0,2
452,452,Carting,1.7563514957264956,1.0,10
973,1001,Carting,1.7562245514086898,1.0,12
134,102,Carting,1.7556868902422005,1.0,126
973,600,Carting,1.7552653208759346,1.0,24
26,25,Carting,1.7552422723475356,1.0,6
903,1161,Carting,1.7552028595526514,1.0,16
682,672,Carting,1.7532903996061657,0.9487179487179487,39
1305,1314,Carting,1.7531130544087896,0.8958333333333334,96
172,278,Carting,1.7529675638371292,0.8333333333333334,6
1111,1018,Carting,1.7522411743100104,1.0,36
1093,1163,Carting,1.751907813242887,1.0,4
1099,1094,Carting,1.7517076420096303,1.0,22
1043,1039,Carting,1.7516420361247949,1.0,12
13,1013,Carting,1.7507659205350123,1.0,72
916,600,Carting,1.7496915963098356,1.0,258
1320,1202,Carting,1.7496634209747286,1.0,8
903,885,Carting,1.7489045268017214,0.6136363636363636,88
748,736,Carting,1.7486875797550123,0.9,70
1416,1398,Carting,1.7485826503855624,0.65,20
150,135,Carting,1.7474392112668047,0.78125,32
356,340,Carting,1.7473802103094882,0.984375,64
848,844,Carting,1.7471817868374417,1.0,38
873,867,Carting,1.7471264351590439,1.0,40
903,1160,Carting,1.7462525455545996,0.9910313901345291,223
28,178,Carting,1.7461168807729315,0.993421052631579,152
1028,1015,Carting,1.7458229343615084,0.9514563106796117,103
510,908,Carting,1.7448981868660691,0.9967914438502674,935
1095,1089,Carting,1.7436052563317816,1.0,34
603,744,Carting,1.7426709859829992,0.9567809239940388,671
748,730,Carting,1.7426283596976087,0.8958333333333334,48
52,55,Carting,1.742319508577879,0.9707602339181286,171
407,416,Carting,1.7422444280287417,1.0,9
76,271,Carting,1.742033448991165,0.9888888888888889,90
1305,1305,Carting,1.7415605886577972,0.9666666666666667,60
622,627,Carting,1.741405929863591,1.0,36
618,623,Carting,1.7412856043409262,1.0,9
834,834,Carting,1.7404690397139737,1.0,26
748,829,Carting,1.740102771269766,1.0,127
612,578,Carting,1.7393474697003126,1.0,54
673,6,Carting,1.7389811157963766,0.9540059347181009,674
61,411,Carting,1.7385923540502843,0.8333333333333334,30
361,427,Carting,1.738391486572807,1.0,10
917,6,Carting,1.7381283495343847,0.9871794871794872,78
585,568,Carting,1.736842105263158,1.0,1
458,475,Carting,1.7366680163083856,1.0,54
813,809,Carting,1.7360565952416027,1.0,90
1219,1424,Carting,1.7360015289539026,0.9736842105263158,76
54,59,Carting,1.7354429431804996,1.0,26
955,908,Carting,1.7352733750463711,0.9807692307692307,52
908,808,Carting,1.7349606483697848,0.9375,96
420,419,Carting,1.7348216979099331,1.0,28
881,871,Carting,1.734262496962618,1.0,14
1005,996,Carting,1.7337457144903954,1.0,15
135,135,Carting,1.7326365663322185,0.5,4
369,424,Carting,1.7325499345524138,0.9814814814814815,54
941,936,Carting,1.7312407870949797,1.0,6
782,778,Carting,1.7301160990712074,1.0,25
1331,1310,Carting,1.7295238095238095,1.0,3
486,484,Carting,1.7291314631659902,1.0,26
59,6,Carting,1.7290003181217077,0.8717948717948718,39
1076,1052,Carting,1.7289292966853056,1.0,60
134,94,Carting,1.728890959105449,1.0,42
1160,908,Carting,1.728518547645305,1.0,119
566,908,Carting,1.7284575260197779,0.9970414201183432,338
479,6,Carting,1.7282390927819158,0.992831541218638,558
1088,1082,Carting,1.7282299518228288,1.0,51
610,612,Carting,1.7278903400799512,1.0,15
943,927,Carting,1.7276773152087168,1.0,24
774,771,Carting,1.7275541795665634,1.0,2
404,395,Carting,1.727110694183865,1.0,4
8,668,Carting,1.7270334608403388,1.0,458
555,968,Carting,1.7267314209826368,1.0,39
812,908,Carting,1.7263455016286613,1.0,72
8,500,Carting,1.7260868832159195,0.9714285714285714,385
1177,1157,Carting,1.7253010878010877,0.8636363636363636,22
862,864,Carting,1.7249913083940462,1.0,264
406,405,Carting,1.7249238090569359,1.0,12
76,247,Carting,1.7244865715123787,0.9802631578947368,152
846,837,Carting,1.7241379310344827,1.0,1
916,897,Carting,1.7240834509991354,0.937007874015748,508
903,908,Carting,1.7226315293859498,0.8844339622641509,424
1262,1254,Carting,1.7218946965204651,1.0,36
812,744,Carting,1.7213300680923305,0.9873417721518988,237
8,24,Carting,1.721227497725162,0.9044585987261147,157
916,898,Carting,1.7212274372599854,0.9485903814262023,603
693,680,Carting,1.721088608238254,1.0,14
121,114,Carting,1.7204603388813915,1.0,6
76,135,Carting,1.7204298788768873,1.0,240
76,270,Carting,1.719147280226074,1.0,30
981,969,Carting,1.7191073185126893,1.0,8
1440,200,Carting,1.718930589085133,0.9666666666666667,240
7,96,Carting,1.718668292352503,1.0,6
502,501,Carting,1.7160455951226388,0.9642857142857143,28
8,66,Carting,1.7155438932744111,1.0,28
329,6,Carting,1.7146150096087602,1.0,16
410,391,Carting,1.7142857142857142,1.0,1
901,908,Carting,1.713096628602626,0.8545454545454545,110
479,461,Carting,1.7128193946026902,1.0,77
916,6,Carting,1.7123670406657203,0.9933655006031363,3316
978,972,Carting,1.711080586080586,1.0,3
963,934,Carting,1.7108544251447477,0.85,20
887,864,Carting,1.7105537042131245,1.0,4
1219,1210,Carting,1.7102422879119576,1.0,12
903,886,Carting,1.7098134196445145,0.847682119205298,151
603,908,Carting,1.7094524650358172,0.999104744852283,1117
955,1137,Carting,1.7084520417853752,1.0,3
973,908,Carting,1.7078150803078633,1.0,64
134,99,Carting,1.7074264791371654,1.0,105
295,294,Carting,1.7073933837456654,0.6666666666666666,12
147,149,Carting,1.707129548394021,0.8823529411764706,34
799,797,Carting,1.706728859805485,1.0,38
184,183,Carting,1.704087112178958,1.0,36
62,409,Carting,1.703530657664714,1.0,21
479,495,Carting,1.7018371584994523,1.0,105
369,430,Carting,1.701590253313697,0.9,20
927,921,Carting,1.7014442307706037,1.0,24
61,409,Carting,1.6981246363572802,1.0,51
848,841,Carting,1.697867378099936,1.0,6
916,744,Carting,1.6974197260301158,0.9943181818181818,176
345,347,Carting,1.6970252186561483,0.9714285714285714,35
382,380,Carting,1.696241388619905,1.0,6
1172,1160,Carting,1.6950048614487117,1.0,11
8,908,Carting,1.694916348297617,0.9981884057971014,4968
848,744,Carting,1.6945369672179893,1.0,132
982,969,Carting,1.693515198174622,0.8333333333333334,12
8,44,Carting,1.6934184877154788,0.967741935483871,341
956,549,Carting,1.6932618569728457,1.0,13
4,1162,Carting,1.6932160282362712,0.38461538461538464,13
836,832,Carting,1.6928571428571428,1.0,6
1043,1018,Carting,1.692682247890217,1.0,18
101,130,Carting,1.692624803909912,1.0,116
1089,1076,Carting,1.6920752618302826,1.0,26
692,686,Carting,1.6919766639045875,0.9629629629629629,27
471,456,Carting,1.6912245411977427,1.0,7
65,70,Carting,1.6911976911976911,1.0,3
1353,1337,Carting,1.6911350827111695,1.0,16
1309,1296,Carting,1.690909090909091,1.0,2
204,195,Carting,1.6900336724531897,0.7142857142857143,42
951,908,Carting,1.6897283932179972,1.0,11
848,842,Carting,1.6893748704126061,1.0,42
862,871,Carting,1.6884829327174247,0.875,16
1322,1301,Carting,1.6875,1.0,1
1102,1081,Carting,1.6874297164082417,1.0,34
1174,1160,Carting,1.687415733565901,1.0,36
584,581,Carting,1.6872015723525475,1.0,4
11,6,Carting,1.6870705993673494,0.8853503184713376,314
1121,1110,Carting,1.6868546384086827,0.8333333333333334,6
952,908,Carting,1.6854062142068773,1.0,59
124,135,Carting,1.6841453324117608,1.0,161
1044,1018,Carting,1.683908082167807,1.0,42
1237,1223,Carting,1.683827480027215,1.0,3
1412,1390,Carting,1.6836327854015865,1.0,32
1287,1209,Carting,1.6834397774158056,1.0,21
720,720,Carting,1.6822984915006192,1.0,8
97,103,Carting,1.681742338105004,1.0,42
616,578,Carting,1.6812883031266814,0.9166666666666666,12
943,935,Carting,1.6801801801801801,0.5,2
1280,1263,Carting,1.6792006070220014,0.9375,16
510,500,Carting,1.6784765029509805,0.9811320754716981,53
555,548,Carting,1.6773171951692722,1.0,18
134,25,Carting,1.6767593248159491,0.9666666666666667,90
234,716,Carting,1.6767480667480668,1.0,7
446,445,Carting,1.6763529107314505,1.0,48
5,908,Carting,1.676035593948697,1.0,144
80,82,Carting,1.6739756094461977,1.0,10
1339,1322,Carting,1.6736231361231362,1.0,6
1028,857,Carting,1.6734710544413245,0.9591836734693877,49
1332,1324,Carting,1.6732570562887281,1.0,14
1478,1456,Carting,1.6724484115288714,0.7142857142857143,42
1054,1121,Carting,1.6717757804975852,0.9375,96
770,756,Carting,1.671175003157762,1.0,10
344,25,Carting,1.6705735690296832,0.9805194805194806,154
1161,1160,Carting,1.6704777449225334,1.0,36
503,475,Carting,1.6702999410960735,1.0,39
191,6,Carting,1.6676405046474856,0.9416342412451362,257
260,259,Carting,1.666859296166019,1.0,28
1040,1016,Carting,1.6666666666666667,1.0,2
1219,1201,Carting,1.6666666666666667,1.0,1
928,923,Carting,1.666382565223986,1.0,20
1113,908,Carting,1.6656243282760435,1.0,18
1372,1351,Carting,1.6654040404040404,1.0,2
818,822,Carting,1.6653603980872218,1.0,30
1028,908,Carting,1.6651540941232146,0.9759615384615384,208
694,692,Carting,1.66494565994566,1.0,6
903,898,Carting,1.6646737791420587,0.8495867768595041,605
134,908,Carting,1.6644472569172923,1.0,81
1150,1144,Carting,1.663751995234846,1.0,45
245,256,Carting,1.6635371393080598,0.7,30
999,997,Carting,1.6631863385178878,1.0,27
1073,1061,Carting,1.6622838750964821,0.8529411764705882,34
163,135,Carting,1.6621633036883607,0.8666666666666667,15
303,303,Carting,1.6620729813664596,1.0,4
1461,718,Carting,1.661813537715422,1.0,8
948,947,Carting,1.6614906832298137,1.0,2
1010,998,Carting,1.6614578686767076,1.0,55
1327,1310,Carting,1.6604761904761904,1.0,2
31,6,Carting,1.6601483839961553,1.0,5
77,64,Carting,1.6597701149425288,1.0,2
828,818,Carting,1.658962877365304,1.0,4
510,475,Carting,1.6582917044961754,0.9900497512437811,201
1227,1272,Carting,1.6582125603864732,1.0,3
566,558,Carting,1.6580386119965227,1.0,14
748,908,Carting,1.6578719604568364,0.990909090909091,110
180,191,Carting,1.657588061340734,0.6666666666666666,6
30,34,Carting,1.6574914301169823,0.9090909090909091,66
979,972,Carting,1.657423526765632,1.0,8
382,377,Carting,1.6568374079089487,0.9166666666666666,12
423,420,Carting,1.6566129858061291,0.7222222222222222,36
603,607,Carting,1.6565362838853077,1.0,126
1172,1159,Carting,1.6560560256491261,1.0,14
1070,1057,Carting,1.655824478551751,1.0,22
878,857,Carting,1.655780865568208,1.0,88
137,135,Carting,1.653969292683221,0.7857142857142857,112
8,387,Carting,1.6533704913357252,0.9,50
344,6,Carting,1.6532608447224886,0.9898477157360406,197
1461,699,Carting,1.6529494628485557,1.0,14
892,889,Carting,1.6526829118073822,1.0,76
408,71,Carting,1.652621092155054,1.0,40
701,696,Carting,1.651829895250948,1.0,6
1175,1155,Carting,1.6509017989018424,0.9666666666666667,30
1403,1332,Carting,1.6507448002993919,0.8,5
1159,1143,Carting,1.6499407013386478,1.0,24
967,949,Carting,1.6491702075190604,1.0,30
1180,1168,Carting,1.6483516483516483,1.0,2
1189,1175,Carting,1.6478086550166886,1.0,12
1058,1053,Carting,1.6473864274550774,0.9607843137254902,51
8,46,Carting,1.647347776908605,0.9783783783783784,185
32,6,Carting,1.6471306121002312,0.9448123620309051,453
126,128,Carting,1.6470773160428334,0.6,5
1245,1212,Carting,1.646245868826514,1.0,5
726,724,Carting,1.6461387393827152,0.9393939393939394,66
328,6,Carting,1.6457673760551608,1.0,40
725,726,Carting,1.645541374414661,1.0,60
351,346,Carting,1.645540142067506,1.0,14
1028,744,Carting,1.6438623910801455,0.9937888198757764,161
331,690,Carting,1.6438207324376217,0.8979591836734694,49
75,78,Carting,1.6437263437263439,0.8468468468468469,111
1124,908,Carting,1.643709901193465,1.0,33
975,965,Carting,1.6430110322022087,0.9864864864864865,74
748,806,Carting,1.642205009203279,1.0,34
1377,1362,Carting,1.6420338036600794,0.9791666666666666,48
76,6,Carting,1.641853110658509,0.8131578947368421,760
221,229,Carting,1.641735679779158,1.0,3
119,5,Carting,1.6416666666666666,1.0,2
942,931,Carting,1.6405228758169936,1.0,3
489,488,Carting,1.640454981623305,1.0,19
406,416,Carting,1.6401960784313725,1.0,10
926,935,Carting,1.6394230769230769,1.0,2
916,884,Carting,1.6379197164019597,0.7727272727272727,66
916,591,Carting,1.6376996632067387,0.9899665551839465,299
76,60,Carting,1.6375036439865633,1.0,12
7,105,Carting,1.63746034853737,1.0,7
591,584,Carting,1.636995406968233,0.8333333333333334,24
852,851,Carting,1.6361980516022134,1.0,63
347,6,Carting,1.635887524394712,1.0,153
775,771,Carting,1.6340445339929344,0.9444444444444444,18
1105,1085,Carting,1.6331772299693452,0.9811320754716981,53
959,963,Carting,1.6329642429660516,1.0,66
166,135,Carting,1.6328199906222531,0.7846153846153846,65
586,630,Carting,1.6318199554069117,1.0,10
551,550,Carting,1.6317024137094682,1.0,8
1249,1237,Carting,1.63165401426271,1.0,3
858,744,Carting,1.6313649335722442,0.9957805907172996,237
1096,1076,Carting,1.630032846184308,1.0,48
903,9,Carting,1.6294642857142856,1.0,2
872,882,Carting,1.6291568837641233,1.0,62
788,783,Carting,1.6289196196712732,1.0,38
257,258,Carting,1.628787878787879,1.0,3
8,37,Carting,1.627414098801864,0.9757575757575757,165
1028,897,Carting,1.6269005572395854,1.0,148
436,425,Carting,1.6264811282643274,0.8571428571428571,7
110,101,Carting,1.626198681843843,1.0,10
419,418,Carting,1.625442443176736,1.0,9
1134,1070,Carting,1.6252204952599858,1.0,27
1088,1163,Carting,1.6248608916167444,1.0,5
52,6,Carting,1.62397504456328,1.0,4
822,815,Carting,1.623474684972318,1.0,36
1098,1086,Carting,1.6219884865929404,1.0,25
391,690,Carting,1.6219203872848789,0.9473684210526315,19
835,829,Carting,1.6206074587923844,0.987012987012987,77
757,747,Carting,1.6197483305061784,1.0,38
1028,1100,Carting,1.6193115283062023,0.9423076923076923,52
217,211,Carting,1.6186528849572328,1.0,36
746,740,Carting,1.6183851239625988,1.0,20
780,781,Carting,1.6183706816059757,1.0,4
397,403,Carting,1.6180934568628935,0.9888888888888889,90
1012,995,Carting,1.6180568459980222,1.0,6
291,294,Carting,1.618009286831295,0.8,40
906,895,Carting,1.6172966587871622,0.8611111111111112,72
1248,1239,Carting,1.6168483003242518,1.0,20
892,897,Carting,1.6160218798225825,0.7272727272727273,66
7,107,Carting,1.6150444116889209,1.0,51
1425,1407,Carting,1.6139162561576355,1.0,2
488,485,Carting,1.6137209301592106,1.0,34
418,417,Carting,1.6132754828407,0.75,4
834,984,Carting,1.612781315514517,0.9636363636363636,55
447,447,Carting,1.611791926851026,1.0,4
288,287,Carting,1.6114772491530374,0.8,20
28,6,Carting,1.611277244266898,0.9583333333333334,24
916,930,Carting,1.6111959654270736,0.9444444444444444,18
7,110,Carting,1.6108792740513171,0.5416666666666666,24
469,469,Carting,1.6105180204595582,0.9375,16
212,200,Carting,1.6103382049540038,0.8333333333333334,144
8,32,Carting,1.6097028453848214,0.8426573426573427,286
916,978,Carting,1.6095967595448655,1.0,100
250,251,Carting,1.6083286968819506,1.0,22
93,104,Carting,1.607357173889432,1.0,9
1071,1060,Carting,1.6071131540560888,1.0,32
687,682,Carting,1.6047027224273747,0.9166666666666666,24
1123,1111,Carting,1.6037671957671957,1.0,5
860,854,Carting,1.60346705956178,1.0,28
388,385,Carting,1.6032248726055027,1.0,55
866,863,Carting,1.6031333056177777,1.0,35
767,757,Carting,1.6010902419174882,1.0,34
375,369,Carting,1.6007676248324276,1.0,39
1175,908,Carting,1.6007343982142743,0.975,160
1206,1192,Carting,1.600250626566416,1.0,4
1486,1467,Carting,1.5999999999999999,0.5,2
1074,1059,Carting,1.5989489549032452,1.0,6
459,456,Carting,1.598705235867621,0.75,16
916,961,Carting,1.5985393063337208,1.0,60
134,98,Carting,1.5985248585599436,0.941747572815534,103
134,124,Carting,1.5980761126451395,0.9823008849557522,113
555,562,Carting,1.597454654290745,0.9344978165938864,229
445,442,Carting,1.5967681027176097,0.8780487804878049,41
360,382,Carting,1.5965008792122546,1.0,7
1046,1036,Carting,1.596240755563134,0.9864864864864865,74
916,936,Carting,1.5961520190391265,1.0,112
916,888,Carting,1.5957706191819494,0.8428571428571429,70
397,404,Carting,1.5953691451460035,1.0,27
1115,1098,Carting,1.5943379446640316,1.0,22
862,1292,Carting,1.5935726125465104,1.0,57
434,425,Carting,1.592796766966866,1.0,36
8,39,Carting,1.5920330450697655,1.0,35
499,496,Carting,1.5914612736647866,0.9206349206349206,63
358,392,Carting,1.591250283440878,1.0,16
888,880,Carting,1.5906996988518727,1.0,40
566,6,Carting,1.5895447182480107,0.9805194805194806,924
995,996,Carting,1.5880958168699764,1.0,131
455,449,Carting,1.5879560186189927,0.9846153846153847,65
1044,1109,Carting,1.5864643301103658,1.0,30
220,234,Carting,1.5857142857142859,1.0,2
916,894,Carting,1.585596332975165,0.914572864321608,199
894,908,Carting,1.585487041706635,0.8214285714285714,28
447,446,Carting,1.5841568302092623,1.0,22
699,699,Carting,1.5841385992093644,1.0,30
1062,1095,Carting,1.5835845167887537,1.0,32
748,798,Carting,1.5829486517835294,1.0,68
448,447,Carting,1.5811336460292815,1.0,22
848,782,Carting,1.5802458824927987,0.9402985074626866,67
664,662,Carting,1.5800695081508855,0.7727272727272727,22
1148,1131,Carting,1.579075693674599,0.6,20
1028,853,Carting,1.578133905243952,1.0,97
1097,1076,Carting,1.5781319517741443,1.0,16
1251,1229,Carting,1.5778101063642502,1.0,15
426,428,Carting,1.5776993969734896,1.0,4
857,846,Carting,1.577617438052933,1.0,42
916,949,Carting,1.5773127333989982,1.0,11
1103,1087,Carting,1.5772164643957658,0.9,20
767,764,Carting,1.5763888888888888,1.0,2
138,136,Carting,1.5761247021075004,0.6666666666666666,12
403,399,Carting,1.573655465660293,1.0,39
1167,1145,Carting,1.5725417439703155,1.0,7
1004,997,Carting,1.5719517447421905,1.0,71
7,102,Carting,1.5718970327908521,1.0,36
165,135,Carting,1.5716608389477815,0.8297872340425532,47
777,763,Carting,1.5713529178958698,1.0,26
969,958,Carting,1.5705080758021936,1.0,30
168,6,Carting,1.570213882746704,0.7777777777777778,9
1038,1030,Carting,1.5700559267752388,0.673469387755102,49
1219,1418,Carting,1.569867469564097,0.9130434782608695,23
748,807,Carting,1.5692208885514831,0.9682539682539683,126
1011,1000,Carting,1.5689668174962292,1.0,4
1307,1293,Carting,1.5681818181818183,1.0,2
352,348,Carting,1.5679782101169715,0.9444444444444444,18
1188,1180,Carting,1.5673467786274804,0.7333333333333333,30
1223,1234,Carting,1.567017543859649,1.0,3
1305,857,Carting,1.5658107033823767,1.0,176
681,676,Carting,1.565039125310023,1.0,22
1015,994,Carting,1.5633650592406767,1.0,27
1028,1014,Carting,1.5622317529552656,0.9047619047619048,21
1116,908,Carting,1.5614725994397252,0.95,20
378,660,Carting,1.5606465698653198,0.8333333333333334,24
32,21,Carting,1.560307794057794,0.8833333333333333,60
919,914,Carting,1.559824121119006,1.0,50
1194,1178,Carting,1.5593569376247016,1.0,41
694,6,Carting,1.5572396084035238,0.9389067524115756,311
298,294,Carting,1.556390977443609,1.0,4
8,49,Carting,1.5553110564839039,0.7991071428571429,224
876,864,Carting,1.5547621119181894,1.0,34
1175,10,Carting,1.5539735824604246,0.8157894736842105,38
479,490,Carting,1.5538416217628968,0.8333333333333334,6
1119,908,Carting,1.5520341969598672,0.975609756097561,41
296,255,Carting,1.5518127297018094,0.7083333333333334,48
8,167,Carting,1.5517369481014744,0.9166666666666666,36
270,274,Carting,1.5515777181577695,0.75,8
556,543,Carting,1.5514945652173913,0.75,8
76,274,Carting,1.5510381100468176,0.8888888888888888,9
907,910,Carting,1.5508695367405154,0.9324324324324325,74
1461,719,Carting,1.5497943793745326,0.95,20
691,685,Carting,1.5495789114562684,1.0,20
110,5,Carting,1.5495689655172413,1.0,2
906,910,Carting,1.5491646313245393,0.9333333333333333,30
192,188,Carting,1.5487600207946575,0.9310344827586207,58
575,585,Carting,1.547616655349283,1.0,36
362,359,Carting,1.5467250174127127,0.8157894736842105,38
759,753,Carting,1.54352204438074,1.0,40
609,562,Carting,1.5428207506414238,1.0,28
574,575,Carting,1.542002070696697,1.0,63
748,741,Carting,1.5409735829642197,1.0,80
1061,1054,Carting,1.5407744565217392,1.0,16
931,919,Carting,1.5384921618596994,1.0,24
345,350,Carting,1.53838227098031,0.8888888888888888,18
1135,1056,Carting,1.5378787878787878,1.0,2
1045,1035,Carting,1.5352118119975262,0.9642857142857143,28
1272,1256,Carting,1.534979888603077,1.0,9
1168,1158,Carting,1.5334268312414767,1.0,30
1366,1332,Carting,1.5329790755931754,0.42857142857142855,7
335,684,Carting,1.5316121760007209,0.75,4
767,752,Carting,1.5313317871741785,0.75,8
1007,1005,Carting,1.5312314642264586,1.0,10
981,970,Carting,1.530791788856305,1.0,2
1171,1153,Carting,1.5303519232717526,0.8571428571428571,21
8,169,Carting,1.5302866315509311,0.746031746031746,63
486,476,Carting,1.5301768159847233,1.0,36
495,494,Carting,1.5291919282604414,0.9814814814814815,54
936,920,Carting,1.5279519607770253,1.0,19
1319,1303,Carting,1.5277777777777777,1.0,3
827,824,Carting,1.5277472297104557,1.0,59
1144,1130,Carting,1.5277073732718893,1.0,4
997,990,Carting,1.5270681589016522,0.9861111111111112,72
170,166,Carting,1.5266122766122765,1.0,6
1175,1156,Carting,1.526002405705853,0.9791666666666666,48
574,744,Carting,1.5259627634496178,0.8165137614678899,218
127,124,Carting,1.5254993261703094,0.8125,48
916,562,Carting,1.5250242937405267,0.9638009049773756,442
1396,1376,Carting,1.524623803009576,1.0,4
1464,1440,Carting,1.524437012263099,0.6666666666666666,6
1015,995,Carting,1.5232516836508767,1.0,16
