node,in_degree,out_degree,betweenness,pagerank,bottleneck_score,estimated_delay_cost
618.0,1,9,0.002128092034936919,0.00024752791763323615,2.7009254951892645,27009.254951892646
1447.0,2,9,0.0009248979321818267,0.00020761364119415023,2.700432243265231,27004.32243265231
1140.0,1,8,0.21512633875452156,0.001288232564590121,2.4864370052711857,24864.370052711856
973.0,1,8,0.02623547725008517,0.00038997931397327505,2.410611184694226,24106.111846942258
848.0,2,8,0.018896355102156738,0.0003842895227610098,2.407673828897691,24076.73828897691
767.0,2,8,0.009786659858559152,0.00044772475064951616,2.4040489813686183,24040.489813686185
61.0,1,8,0.004517936233628342,0.00010515598308059369,2.4018387212883754,24018.387212883754
21.0,2,8,0.0037979125550078523,0.00011729913420827388,2.4015543547622658,24015.543547622656
510.0,1,8,0.002601660267206769,0.00010695379115128372,2.401072750244228,24010.72750244228
344.0,1,8,9.32234009737392e-05,0.00011384647318455643,2.4000714433023447,24000.714433023448
834.0,1,8,0.0,0.00011072693791887308,2.4000332180813757,24000.332180813755
878.0,1,8,0.0,0.00011063192898761045,2.4000331895786964,24000.331895786963
1497.0,0,8,0.0,0.0001,2.40003,24000.3
1175.0,2,7,0.029946402694300666,0.0004706004804141232,2.1121197412218446,21121.197412218447
955.0,1,7,0.016895119665892095,0.00015493669657373125,2.106804528875329,21068.045288753292
256.0,10,7,0.007627062159523054,0.003998493638673179,2.1042503729554114,21042.503729554115
787.0,2,7,0.006965904452969706,0.00036254965234423705,2.1028951266768914,21028.951266768912
1377.0,1,7,0.0054652279263543695,0.0002080136308325721,2.1022484952597917,21022.48495259792
296.0,1,7,0.0021660833276676865,0.0005339226609150067,2.1010266101293418,21010.26610129342
1461.0,1,7,0.0001126696836609364,0.0001317161659923306,2.1000845827232624,21000.845827232624
1454.0,1,7,0.00012368053636776624,0.00010856163249815955,2.100082040704297,21000.820407042967
129.0,1,7,0.0,0.000112143752481927,2.1000336431257445,21000.336431257445
45.0,1,7,0.0,0.00011185781445852361,2.1000335573443376,21000.335573443375
694.0,1,6,0.04216694225816925,0.00034453142913488954,1.8169701363320079,18169.70136332008
1305.0,3,6,0.005015307992147916,0.00035260756966604275,1.8021119054677588,18021.119054677587
1287.0,1,6,0.004398137171933412,0.00011005795811994602,1.8017922722562092,18017.922722562093
306.0,1,6,0.002977211034919289,0.000179590353218092,1.801244761519933,18012.44761519933
486.0,1,6,0.0009236242051888621,0.00022776279352803788,1.8004377785201338,18004.377785201337
555.0,1,6,0.00013300663578418842,0.00010316356442730203,1.8000841517236417,18000.84151723642
32.0,2,6,2.9867789838611517e-05,0.00011125809223399446,1.8000453245436054,18000.453245436056
812.0,1,6,0.0,0.00012024052329592391,1.8000360721569886,18000.360721569887
397.0,1,6,0.0,0.00011141126934331014,1.8000334233808029,18000.33423380803
556.0,1,5,0.09578734669193288,0.0036311181178376,1.5394042741121243,15394.042741121244
106.0,1,5,0.030585389093820612,0.00036455435195781094,1.5123435219431156,15123.435219431156
1288.0,1,5,0.023088123581220456,0.000909102614522307,1.509507980216845,15095.07980216845
995.0,2,5,0.02350120399679019,0.0003161160062371904,1.5094953164005873,15094.953164005874
852.0,2,5,0.018431841687844088,0.0005201008107056411,1.5075287669183493,15075.287669183492
331.0,1,5,0.013898080102652623,0.0007388632643051337,1.5057808910203525,15057.808910203525
1319.0,1,5,0.014099269909652155,0.00021510548914410813,1.5057042396106042,15057.042396106042
379.0,1,5,0.013291209051667065,0.0002485886233061946,1.5053910602076588,15053.910602076588
1024.0,1,5,0.013215782251002443,0.0002984483427490701,1.5053758474032257,15053.758474032256
1113.0,1,5,0.007384540294330622,0.0002438261761556285,1.5030269639705789,15030.269639705788
946.0,1,5,0.0046539201055095505,0.00012177846136041505,1.5018981015806119,15018.98101580612
62.0,1,5,0.0033385934111028093,0.00010493939700497363,1.5013669191835426,15013.669191835426
595.0,1,5,0.0025948572492285214,0.0001839560942979872,1.5010931297279808,15010.931297279809
515.0,1,5,0.002211829099536169,0.00015166936846332723,1.5009302324503535,15009.302324503535
511.0,3,5,0.0019270820808294392,0.00039210265125201203,1.5008884636277073,15008.884636277073
